% Model,cantilever.mph
% Version,COMSOL 6.3.0.290
% Date,"Jul 6 2026, 18:45"
% Table,Table 1 - Point Evaluation 1
% "Displacement magnitude (µm), Point: 1"
0.0021808816849069523
