force_uN,fea_deflection_nm,analytical_deflection_nm,pct_diff
0.5,-1.0901569557289008,1.1764705882352937,7.336658763043398
1.0,-2.1803139114578016,2.3529411764705874,7.336658763043398
2.0,-4.360627822915603,4.705882352941175,7.336658763043398
5.0,-10.901569557289008,11.764705882352937,7.336658763043395
10.0,-21.803139118416404,23.529411764705873,7.33665874673025
